call,,29,-1,<0>,{}
line,,38,70,LOAD_GLOBAL,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[]"", ""i"": ""2"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,38,70,LOAD_GLOBAL,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[]"", ""i"": ""2"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,38,72,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[]"", ""i"": ""2"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,38,74,CALL_FUNCTION,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[]"", ""i"": ""2"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,38,76,GET_ITER,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[]"", ""i"": ""2"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,38,78,FOR_ITER,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[]"", ""i"": ""2"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,38,80,STORE_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[]"", ""i"": ""2"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
line,,39,82,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[]"", ""i"": ""0"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,82,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[]"", ""i"": ""0"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,84,LOAD_METHOD,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[]"", ""i"": ""0"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,86,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[]"", ""i"": ""0"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,88,LOAD_CONST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[]"", ""i"": ""0"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,90,BINARY_ADD,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[]"", ""i"": ""0"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,92,CALL_METHOD,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[]"", ""i"": ""0"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,94,POP_TOP,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1]"", ""i"": ""0"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,96,JUMP_ABSOLUTE,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1]"", ""i"": ""0"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
line,,38,78,FOR_ITER,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1]"", ""i"": ""0"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,38,78,FOR_ITER,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1]"", ""i"": ""0"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,38,80,STORE_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1]"", ""i"": ""0"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
line,,39,82,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1]"", ""i"": ""1"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,82,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1]"", ""i"": ""1"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,84,LOAD_METHOD,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1]"", ""i"": ""1"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,86,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1]"", ""i"": ""1"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,88,LOAD_CONST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1]"", ""i"": ""1"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,90,BINARY_ADD,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1]"", ""i"": ""1"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,92,CALL_METHOD,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1]"", ""i"": ""1"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,94,POP_TOP,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2]"", ""i"": ""1"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,96,JUMP_ABSOLUTE,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2]"", ""i"": ""1"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
line,,38,78,FOR_ITER,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2]"", ""i"": ""1"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,38,78,FOR_ITER,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2]"", ""i"": ""1"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,38,80,STORE_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2]"", ""i"": ""1"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
line,,39,82,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2]"", ""i"": ""2"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,82,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2]"", ""i"": ""2"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,84,LOAD_METHOD,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2]"", ""i"": ""2"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,86,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2]"", ""i"": ""2"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,88,LOAD_CONST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2]"", ""i"": ""2"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,90,BINARY_ADD,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2]"", ""i"": ""2"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,92,CALL_METHOD,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2]"", ""i"": ""2"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,94,POP_TOP,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3]"", ""i"": ""2"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,96,JUMP_ABSOLUTE,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3]"", ""i"": ""2"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
line,,38,78,FOR_ITER,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3]"", ""i"": ""2"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,38,78,FOR_ITER,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3]"", ""i"": ""2"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,38,80,STORE_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3]"", ""i"": ""2"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
line,,39,82,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3]"", ""i"": ""3"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,82,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3]"", ""i"": ""3"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,84,LOAD_METHOD,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3]"", ""i"": ""3"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,86,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3]"", ""i"": ""3"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,88,LOAD_CONST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3]"", ""i"": ""3"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,90,BINARY_ADD,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3]"", ""i"": ""3"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,92,CALL_METHOD,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3]"", ""i"": ""3"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,94,POP_TOP,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4]"", ""i"": ""3"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,96,JUMP_ABSOLUTE,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4]"", ""i"": ""3"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
line,,38,78,FOR_ITER,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4]"", ""i"": ""3"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,38,78,FOR_ITER,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4]"", ""i"": ""3"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,38,80,STORE_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4]"", ""i"": ""3"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
line,,39,82,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4]"", ""i"": ""4"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,82,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4]"", ""i"": ""4"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,84,LOAD_METHOD,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4]"", ""i"": ""4"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,86,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4]"", ""i"": ""4"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,88,LOAD_CONST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4]"", ""i"": ""4"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,90,BINARY_ADD,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4]"", ""i"": ""4"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,92,CALL_METHOD,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4]"", ""i"": ""4"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,94,POP_TOP,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4, 5]"", ""i"": ""4"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,39,96,JUMP_ABSOLUTE,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4, 5]"", ""i"": ""4"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
line,,38,78,FOR_ITER,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4, 5]"", ""i"": ""4"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,38,78,FOR_ITER,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4, 5]"", ""i"": ""4"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
line,,40,98,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4, 5]"", ""i"": ""4"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,40,98,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4, 5]"", ""i"": ""4"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,40,100,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4, 5]"", ""i"": ""4"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,40,102,BINARY_SUBTRACT,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4, 5]"", ""i"": ""4"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,40,104,STORE_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4, 5]"", ""i"": ""4"", ""dis"": ""1"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
line,,41,106,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4, 5]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,41,106,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4, 5]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,41,108,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4, 5]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,41,110,LOAD_CONST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4, 5]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,41,112,BINARY_SUBTRACT,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4, 5]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,41,114,BINARY_SUBSCR,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4, 5]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,41,116,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4, 5]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,41,118,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4, 5]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,41,120,LOAD_CONST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4, 5]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,41,122,BINARY_SUBTRACT,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4, 5]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,41,124,BINARY_SUBSCR,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4, 5]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,41,126,ROT_TWO,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4, 5]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,41,128,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4, 5]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,41,130,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4, 5]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,41,132,LOAD_CONST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4, 5]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,41,134,BINARY_SUBTRACT,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4, 5]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,41,136,STORE_SUBSCR,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4, 5]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,41,138,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,41,140,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,41,142,LOAD_CONST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,41,144,BINARY_SUBTRACT,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,41,146,STORE_SUBSCR,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 3, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
