call,,29,-1,<0>,{}
line,,42,148,LOAD_CONST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,42,148,LOAD_CONST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
opcode,,42,150,STORE_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 3 2 "", ""_x"": ""2""}"
line,,43,152,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": """", ""_x"": ""2""}"
opcode,,43,152,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": """", ""_x"": ""2""}"
opcode,,43,154,GET_ITER,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": """", ""_x"": ""2""}"
opcode,,43,156,FOR_ITER,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": """", ""_x"": ""2""}"
opcode,,43,158,STORE_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": """", ""_x"": ""2""}"
line,,44,160,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": """", ""_x"": ""1""}"
opcode,,44,160,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": """", ""_x"": ""1""}"
opcode,,44,162,LOAD_GLOBAL,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": """", ""_x"": ""1""}"
opcode,,44,164,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": """", ""_x"": ""1""}"
opcode,,44,166,CALL_FUNCTION,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": """", ""_x"": ""1""}"
opcode,,44,168,LOAD_CONST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": """", ""_x"": ""1""}"
opcode,,44,170,BINARY_ADD,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": """", ""_x"": ""1""}"
opcode,,44,172,INPLACE_ADD,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": """", ""_x"": ""1""}"
opcode,,44,174,STORE_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": """", ""_x"": ""1""}"
opcode,,44,176,JUMP_ABSOLUTE,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 "", ""_x"": ""1""}"
line,,43,156,FOR_ITER,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 "", ""_x"": ""1""}"
opcode,,43,156,FOR_ITER,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 "", ""_x"": ""1""}"
opcode,,43,158,STORE_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 "", ""_x"": ""1""}"
line,,44,160,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 "", ""_x"": ""2""}"
opcode,,44,160,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 "", ""_x"": ""2""}"
opcode,,44,162,LOAD_GLOBAL,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 "", ""_x"": ""2""}"
opcode,,44,164,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 "", ""_x"": ""2""}"
opcode,,44,166,CALL_FUNCTION,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 "", ""_x"": ""2""}"
opcode,,44,168,LOAD_CONST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 "", ""_x"": ""2""}"
opcode,,44,170,BINARY_ADD,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 "", ""_x"": ""2""}"
opcode,,44,172,INPLACE_ADD,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 "", ""_x"": ""2""}"
opcode,,44,174,STORE_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 "", ""_x"": ""2""}"
opcode,,44,176,JUMP_ABSOLUTE,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 "", ""_x"": ""2""}"
line,,43,156,FOR_ITER,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 "", ""_x"": ""2""}"
opcode,,43,156,FOR_ITER,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 "", ""_x"": ""2""}"
opcode,,43,158,STORE_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 "", ""_x"": ""2""}"
line,,44,160,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 "", ""_x"": ""5""}"
opcode,,44,160,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 "", ""_x"": ""5""}"
opcode,,44,162,LOAD_GLOBAL,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 "", ""_x"": ""5""}"
opcode,,44,164,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 "", ""_x"": ""5""}"
opcode,,44,166,CALL_FUNCTION,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 "", ""_x"": ""5""}"
opcode,,44,168,LOAD_CONST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 "", ""_x"": ""5""}"
opcode,,44,170,BINARY_ADD,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 "", ""_x"": ""5""}"
opcode,,44,172,INPLACE_ADD,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 "", ""_x"": ""5""}"
opcode,,44,174,STORE_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 "", ""_x"": ""5""}"
opcode,,44,176,JUMP_ABSOLUTE,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 "", ""_x"": ""5""}"
line,,43,156,FOR_ITER,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 "", ""_x"": ""5""}"
opcode,,43,156,FOR_ITER,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 "", ""_x"": ""5""}"
opcode,,43,158,STORE_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 "", ""_x"": ""5""}"
line,,44,160,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 "", ""_x"": ""4""}"
opcode,,44,160,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 "", ""_x"": ""4""}"
opcode,,44,162,LOAD_GLOBAL,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 "", ""_x"": ""4""}"
opcode,,44,164,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 "", ""_x"": ""4""}"
opcode,,44,166,CALL_FUNCTION,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 "", ""_x"": ""4""}"
opcode,,44,168,LOAD_CONST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 "", ""_x"": ""4""}"
opcode,,44,170,BINARY_ADD,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 "", ""_x"": ""4""}"
opcode,,44,172,INPLACE_ADD,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 "", ""_x"": ""4""}"
opcode,,44,174,STORE_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 "", ""_x"": ""4""}"
opcode,,44,176,JUMP_ABSOLUTE,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 4 "", ""_x"": ""4""}"
line,,43,156,FOR_ITER,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 4 "", ""_x"": ""4""}"
opcode,,43,156,FOR_ITER,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 4 "", ""_x"": ""4""}"
opcode,,43,158,STORE_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 4 "", ""_x"": ""4""}"
line,,44,160,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 4 "", ""_x"": ""3""}"
opcode,,44,160,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 4 "", ""_x"": ""3""}"
opcode,,44,162,LOAD_GLOBAL,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 4 "", ""_x"": ""3""}"
opcode,,44,164,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 4 "", ""_x"": ""3""}"
opcode,,44,166,CALL_FUNCTION,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 4 "", ""_x"": ""3""}"
opcode,,44,168,LOAD_CONST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 4 "", ""_x"": ""3""}"
opcode,,44,170,BINARY_ADD,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 4 "", ""_x"": ""3""}"
opcode,,44,172,INPLACE_ADD,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 4 "", ""_x"": ""3""}"
opcode,,44,174,STORE_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 4 "", ""_x"": ""3""}"
opcode,,44,176,JUMP_ABSOLUTE,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 4 3 "", ""_x"": ""3""}"
line,,43,156,FOR_ITER,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 4 3 "", ""_x"": ""3""}"
opcode,,43,156,FOR_ITER,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 4 3 "", ""_x"": ""3""}"
line,,45,178,LOAD_GLOBAL,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 4 3 "", ""_x"": ""3""}"
opcode,,45,178,LOAD_GLOBAL,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 4 3 "", ""_x"": ""3""}"
opcode,,45,180,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 4 3 "", ""_x"": ""3""}"
opcode,,45,182,LOAD_CONST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 4 3 "", ""_x"": ""3""}"
opcode,,45,184,LOAD_GLOBAL,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 4 3 "", ""_x"": ""3""}"
opcode,,45,186,LOAD_FAST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 4 3 "", ""_x"": ""3""}"
opcode,,45,188,CALL_FUNCTION,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 4 3 "", ""_x"": ""3""}"
opcode,,45,190,LOAD_CONST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 4 3 "", ""_x"": ""3""}"
opcode,,45,192,BINARY_SUBTRACT,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 4 3 "", ""_x"": ""3""}"
opcode,,45,194,BUILD_SLICE,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 4 3 "", ""_x"": ""3""}"
opcode,,45,196,BINARY_SUBSCR,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 4 3 "", ""_x"": ""3""}"
opcode,,45,198,CALL_FUNCTION,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 4 3 "", ""_x"": ""3""}"
opcode,,45,200,POP_TOP,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 4 3 "", ""_x"": ""3""}"
opcode,,45,202,JUMP_ABSOLUTE,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 4 3 "", ""_x"": ""3""}"
line,,32,14,FOR_ITER,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 4 3 "", ""_x"": ""3""}"
opcode,,32,14,FOR_ITER,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 4 3 "", ""_x"": ""3""}"
opcode,,32,204,LOAD_CONST,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 4 3 "", ""_x"": ""3""}"
opcode,,32,206,RETURN_VALUE,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 4 3 "", ""_x"": ""3""}"
return,,32,206,RETURN_VALUE,"{""_t"": ""3"", ""n"": ""5"", ""k"": ""3"", ""result"": ""[1, 2, 5, 4, 3]"", ""i"": ""4"", ""dis"": ""2"", ""output"": ""1 2 5 4 3 "", ""_x"": ""3""}"
